batch_idx,correct,p_adv,time
0,3,0.005132537,10.5064857006073
1,6,0.002261627,8.5176362991333
2,8,0.0012869936,8.572235584259033
3,8,0.0010238928,8.377742052078247
4,7,0.0022755465,7.583357572555542
5,21,0.0016973469,8.212181568145752
6,8,0.0030380834,8.57127046585083
7,1,0.0069664093,10.261502027511597
8,1,0.0067843245,10.37008547782898
9,2,0.0053132847,11.075683355331421
10,0,0.0069596106,10.707484483718872
11,1,0.0068308497,9.28025197982788
12,4,0.006722948,8.337027311325073
13,2,0.00663774,9.069387197494507
14,5,0.006576105,10.311671018600464
15,3,0.0066644046,9.649695634841919
16,5,0.0045837034,10.264232635498047
17,2,0.004288656,12.628333568572998
18,5,0.0046808273,11.243873834609985
19,3,0.009756593,15.426631450653076
20,4,0.007544494,9.782138586044312
21,3,0.0058572497,10.249021053314209
22,3,0.005555492,11.934823513031006
23,6,0.003445224,9.526782989501953
24,5,0.004649828,10.043501853942871
25,3,0.0037639353,6.4450907707214355
26,6,0.0031614797,10.28682827949524
27,4,0.004577764,8.89861512184143
28,4,0.0057687154,8.417578220367432
29,4,0.006774204,10.275851011276245
30,2,0.005117187,9.17398190498352
31,6,0.004694762,8.171751260757446
32,3,0.008261758,9.516172647476196
33,3,0.005282956,7.665923595428467
34,4,0.005192579,7.2832019329071045
35,1,0.0061207255,8.423070192337036
36,8,0.0046748966,7.773261308670044
37,2,0.005611563,8.846339702606201
38,2,0.005707035,9.008670806884766
39,3,0.0036460445,7.058027267456055
40,6,0.0051812725,9.940787315368652
41,4,0.0068810536,8.287696123123169
42,7,0.006598518,6.267328500747681
43,10,0.0062363627,11.31035852432251
44,3,0.009828489,10.772654056549072
45,7,0.0054534497,6.951564073562622
46,3,0.003915784,7.109039306640625
47,10,0.0058607804,6.98314094543457
48,3,0.0049355384,6.404025316238403
49,7,0.0058223736,8.707200050354004
50,6,0.005249726,8.42872953414917
51,4,0.0054287445,8.378859281539917
52,4,0.0072186235,6.699518442153931
53,7,0.006871854,7.636172533035278
54,2,0.0072320714,9.69889497756958
55,2,0.006338174,9.264445066452026
56,2,0.009084678,14.073660850524902
57,10,0.0055249482,9.266290664672852
58,4,0.007591271,13.85167908668518
59,3,0.0061976537,9.472322463989258
60,8,0.005899203,7.757830619812012
61,3,0.005273027,8.323408603668213
62,4,0.0055667707,11.332971096038818
63,5,0.004559853,11.691194295883179
64,3,0.005440399,13.546115636825562
65,0,0.007495177,12.559378862380981
66,2,0.006872356,14.994389057159424
67,4,0.0071687894,13.833938121795654
68,0,0.0060485615,14.070895195007324
69,4,0.0051671807,15.81320595741272
70,3,0.006292451,17.115966796875
71,0,0.006631456,12.553765535354614
72,3,0.007012714,11.918892860412598
73,3,0.0053919433,11.181894779205322
74,1,0.009774897,15.345559358596802
75,2,0.0058400217,13.49855661392212
76,0,0.0064896448,10.660809516906738
77,5,0.0049665123,8.311858177185059
78,4,0.006758503,12.877500295639038
79,4,0.0068097617,10.911058902740479
80,4,0.00609744,11.546443223953247
81,3,0.0037752371,6.780897855758667
