batch_idx,correct,p_adv,time
0,9,0.01600557,0.47910499572753906
1,5,0.019653633,0.4950382709503174
2,8,0.017325673,0.4680805206298828
3,8,0.01612371,0.4897644519805908
4,8,0.017873336,0.469698429107666
5,8,0.0179053,0.4985826015472412
6,9,0.016613822,0.5002179145812988
7,11,0.017720416,0.4514429569244385
8,4,0.02062282,0.4547581672668457
9,4,0.022839498,0.5296163558959961
10,9,0.015306567,0.4592585563659668
11,6,0.017366337,0.4423651695251465
12,10,0.018128391,0.4675614833831787
13,5,0.019687608,0.4794764518737793
14,8,0.019090846,0.45948266983032227
15,7,0.022624038,0.4862942695617676
16,6,0.020949896,0.5002591609954834
17,9,0.016392807,0.46524715423583984
18,6,0.019767556,0.49425458908081055
19,10,0.016793843,0.4656078815460205
20,9,0.01662637,0.4651792049407959
21,5,0.019846639,0.5235178470611572
22,13,0.015149131,0.44835972785949707
23,8,0.017434858,0.44496870040893555
24,8,0.018328462,0.4487426280975342
25,10,0.01894772,0.5126712322235107
26,9,0.020252489,0.4863770008087158
27,8,0.017555047,0.495044469833374
28,6,0.01833257,0.4836130142211914
29,5,0.018359825,0.4942958354949951
30,3,0.019519176,0.4866781234741211
31,7,0.014334895,0.48264503479003906
32,12,0.019199189,0.471372127532959
33,7,0.0198844,0.45801401138305664
34,9,0.019647263,0.48294687271118164
35,5,0.017219525,0.4608926773071289
36,9,0.015372416,0.4532620906829834
37,9,0.015430344,0.48300838470458984
38,11,0.02102248,0.4763522148132324
39,6,0.01788007,0.4708290100097656
40,7,0.017662866,0.4323105812072754
41,9,0.016691383,0.47994184494018555
42,8,0.02085452,0.5169508457183838
43,8,0.016440807,0.4911527633666992
44,8,0.017508652,0.4904897212982178
45,4,0.02189133,0.5230264663696289
46,5,0.018650446,0.4905388355255127
47,7,0.018892463,0.46794986724853516
48,3,0.019047268,0.4668567180633545
49,5,0.019503811,0.5106158256530762
50,6,0.017981704,0.47207045555114746
51,7,0.021935808,0.5216822624206543
52,15,0.01563096,0.5015745162963867
53,7,0.018572483,0.5203602313995361
54,6,0.017512625,0.5441031455993652
55,6,0.021725463,0.5077681541442871
56,9,0.019854026,0.5106427669525146
57,6,0.020210566,0.4937140941619873
58,9,0.017866772,0.4714968204498291
59,7,0.015252203,0.46194887161254883
60,11,0.019719295,0.48381614685058594
61,5,0.017993374,0.4475088119506836
62,7,0.019289128,0.4778132438659668
63,6,0.016692257,0.4503135681152344
64,4,0.019257376,0.49967360496520996
65,13,0.019057613,0.47154760360717773
66,5,0.020313112,0.4723958969116211
67,5,0.019121893,0.4613337516784668
68,5,0.022672929,0.5258462429046631
69,7,0.018773682,0.5349674224853516
70,11,0.016062405,0.43724966049194336
71,8,0.014757464,0.43275880813598633
72,9,0.017693065,0.43460941314697266
73,10,0.019392248,0.48702239990234375
74,7,0.018909423,0.5097367763519287
75,10,0.018579429,0.4757194519042969
76,5,0.016399378,0.46398282051086426
77,7,0.015839044,0.41389012336730957
78,8,0.019886365,0.43998217582702637
79,12,0.015111212,0.4336891174316406
80,8,0.019077798,0.44562578201293945
81,15,0.014217246,0.45945000648498535
82,7,0.015234977,0.4524838924407959
83,8,0.01417779,0.4302799701690674
84,14,0.019275796,0.4167475700378418
85,10,0.018066563,0.4813971519470215
86,10,0.015461394,0.42170071601867676
87,5,0.018013896,0.5130009651184082
88,11,0.015188826,0.48254871368408203
89,9,0.019487375,0.5085668563842773
90,8,0.018742323,0.48148202896118164
91,13,0.015301884,0.4697391986846924
92,11,0.017744604,0.47284746170043945
93,6,0.015308934,0.44605112075805664
94,8,0.017699592,0.45726895332336426
95,6,0.016514577,0.46242785453796387
96,9,0.01672317,0.4782564640045166
97,9,0.018237196,0.47989654541015625
98,7,0.019522816,0.4604008197784424
99,5,0.020563351,0.46564722061157227
100,11,0.016828721,0.4939453601837158
101,4,0.015327474,0.5109038352966309
102,3,0.015358701,0.48051929473876953
103,7,0.015961744,0.4530913829803467
104,10,0.013984397,0.48808908462524414
105,7,0.01748417,0.48183584213256836
