batch_idx,correct,p_adv,time
91,6,0.4593262,0.0017077922821044922
92,9,0.45593205,0.001562356948852539
93,7,0.4552366,0.0016410350799560547
94,10,0.45237097,0.001661539077758789
95,18,0.45531353,0.0017316341400146484
96,9,0.45435715,0.0016481876373291016
97,12,0.45458245,0.001542806625366211
98,8,0.45861965,0.0015261173248291016
99,12,0.45596105,0.0015413761138916016
100,13,0.4576316,0.0016405582427978516
101,10,0.4558339,0.0015480518341064453
102,10,0.46157652,0.0016367435455322266
103,4,0.46436715,0.0016531944274902344
104,7,0.46381825,0.0017681121826171875
105,10,0.45854127,0.0016226768493652344
106,10,0.45975506,0.0015978813171386719
107,13,0.45388293,0.0016498565673828125
108,10,0.45397103,0.0017085075378417969
109,14,0.45540547,0.0017254352569580078
110,16,0.45978308,0.0015592575073242188
111,13,0.4580226,0.001592397689819336
112,9,0.46146452,0.0016617774963378906
113,7,0.46202782,0.001750946044921875
114,10,0.4562763,0.0017437934875488281
115,5,0.4609236,0.0018246173858642578
116,11,0.4608991,0.002053499221801758
117,10,0.46106756,0.002019166946411133
118,7,0.45916384,0.0021514892578125
119,11,0.45599076,0.0018901824951171875
120,13,0.45901692,0.0017445087432861328
121,10,0.45233786,0.0015649795532226562
122,6,0.4579963,0.0016336441040039062
123,13,0.45748493,0.0017197132110595703
124,10,0.4545001,0.0015773773193359375
125,11,0.45569754,0.0016374588012695312
126,8,0.45549178,0.0016674995422363281
127,15,0.4600414,0.0017018318176269531
128,8,0.4606312,0.001844167709350586
129,4,0.45932472,0.0017783641815185547
130,6,0.45739388,0.0016760826110839844
131,10,0.45733988,0.0017092227935791016
132,12,0.45152187,0.001728057861328125
133,6,0.45329285,0.0017690658569335938
134,9,0.46258205,0.0016207695007324219
135,13,0.45556033,0.0015561580657958984
136,13,0.45490742,0.0015835762023925781
137,17,0.45204365,0.001688241958618164
138,25,0.4554805,0.0018277168273925781
139,17,0.45723206,0.0017638206481933594
140,12,0.45898214,0.0017642974853515625
141,14,0.45676208,0.0017733573913574219
142,13,0.45579535,0.0017447471618652344
143,10,0.46173438,0.001691579818725586
144,14,0.4579956,0.0015478134155273438
145,9,0.4578072,0.002196788787841797
146,12,0.45816362,0.0016705989837646484
147,6,0.45708495,0.001699686050415039
148,9,0.4582234,0.0016963481903076172
149,12,0.45410433,0.001527547836303711
150,6,0.46472996,0.0016145706176757812
151,4,0.46433586,0.0016140937805175781
152,4,0.46507877,0.0018439292907714844
153,5,0.4602224,0.001722097396850586
154,4,0.4603099,0.0016939640045166016
155,4,0.4653056,0.0018129348754882812
156,4,0.4543009,0.0020678043365478516
